Site,Cost 19/20 (Electric),Consumption 19/20 (Electric),Cost 18/19 (Electric),Consumption 18/19 (Electric),Cost 19/20 (Gas),Consumption 19/20 (Gas),Cost 18/19 (Gas) ,Consumption 18/19 (Gas),Total Cost 19/20,Total Consumption 19/20,"CO2e
(grams)",,,,CO2 Conversion factors,
Housing Leeds - Landlords Supply - 16 - 21 Beckhill Vale  ,£327.50,1450.6,£313.74,1435.5,,,,,£327.50,1450.6,370.77,,,,,
Housing Leeds - Landlords Supply - 16 - 26 Moor Crescent Chase  ,£175.82,423.5,£174.40,431.4,,,,,£175.82,423.5,108.25,,,,,
Housing Leeds - Landlords Supply - 16 Grange Avenue Flats  ,£113.98,5.4,£114.56,1.9,,,,,£113.98,5.4,1.38,,,,,
Housing Leeds - Landlords Supply - 16 Hillcrest Avenue Flats  ,£113.05,0,£114.20,0,,,,,£113.05,0,0.00,,,,,
Housing Leeds - Landlords Supply - 160 - 170 Swinnow Lane  ,£364.91,1694,£360.13,1778.8,,,,,£364.91,1694,432.99,,,,,
Housing Leeds - Landlords Supply - 163 - 173 Heights Drive  ,£216.99,690.6,£219.75,768.3,,,,,£216.99,690.6,176.52,,,,,
Housing Leeds - Landlords Supply - 166 - 180 Queenshill Avenue  ,£324.40,1417.1,£317.40,1471,,,,,£324.40,1417.1,362.21,,,,,
Housing Leeds - Landlords Supply - 166 - 188 Lincombe Drive  ,£335.86,1479.3,£283.25,1219.4,,,,,£335.86,1479.3,378.11,,,,,
Housing Leeds - Landlords Supply - 166 Town Street Flats  ,£141.28,190.4,£140.72,189.2,,,,,£141.28,190.4,48.67,,,,,
Housing Leeds - Landlords Supply - 167 - 177 Silk Mill Drive  ,£189.40,515.3,£185.00,512.6,,,,,£189.40,515.3,131.71,,,,,
Housing Leeds - Landlords Supply - 17 - 19 Broadgate Drive  ,£234.72,821.6,£219.81,760,,,,,£234.72,821.6,210.00,,,,,
Housing Leeds - Landlords Supply - 17 - 19 Green Road  ,£277.90,1100.9,£301.85,1348.4,,,,,£277.90,1100.9,281.39,,,,,
Housing Leeds - Landlords Supply - 17 - 27 Belinda Street  ,£198.02,558.2,£266.19,1105.5,,,,,£198.02,558.2,142.68,,,,,
Housing Leeds - Landlords Supply - 17 Grange Crescent Flats  ,£116.76,15.5,£117.46,13.3,,,,,£116.76,15.5,3.96,,,,,
Housing Leeds - Landlords Supply - 17 Grange Terrace Flats  ,£136.51,152.6,£116.52,71.3,,,,,£136.51,152.6,39.00,,,,,
Housing Leeds - Landlords Supply - 17 Grange View Flats  ,£171.83,241.4,£114.37,2,,,,,£171.83,241.4,61.70,,,,,
Housing Leeds - Landlords Supply - 17 Hamilton Avenue Flats  ,£129.70,0,£126.08,0,,,,,£129.70,0,0.00,,,,,
Housing Leeds - Landlords Supply - 172 - 182 Swinnow Lane  ,£179.64,468.5,£175.56,443.9,,,,,£179.64,468.5,119.75,,,,,
Housing Leeds - Landlords Supply - 175 - 185 Heights Drive  ,£214.61,684.7,£209.03,684.9,,,,,£214.61,684.7,175.01,,,,,
Housing Leeds - Landlords Supply - 175 - 197 Argie Avenue  ,£640.09,3558,£655.76,3927,,,,,£640.09,3558,909.42,,,,,
Housing Leeds - Landlords Supply - 175 Belle Vue Road Flats  ,£160.00,312.4,£156.28,304.9,,,,,£160.00,312.4,79.85,,,,,
Housing Leeds - Landlords Supply - 177 Spencer Place Flats  ,£175.90,429.3,£142.64,204.2,,,,,£175.90,429.3,109.73,,,,,
Housing Leeds - Landlords Supply - 179 Kirkstall Lane Flats  ,£117.57,6.3,£114.42,0,,,,,£117.57,6.3,1.61,,,,,
Housing Leeds - Landlords Supply - 179A - 185A Butcher Hill  ,£409.47,2018.4,£313.10,1433.7,,,,,£409.47,2018.4,515.90,,,,,
Housing Leeds - Landlords Supply - 18 - 20 Queenswood Drive  ,£321.82,1378.4,£311.59,1362.9,,,,,£321.82,1378.4,352.32,,,,,
Housing Leeds - Landlords Supply - 18 - 21 Railway Close  ,£182.77,635.5,£85.21,408.1,,,,,£182.77,635.5,162.43,,,,,
Housing Leeds - Landlords Supply - 18 - 23 Oxton Way  ,£306.08,1354.8,£281.81,1265.1,,,,,£306.08,1354.8,346.29,,,,,
Housing Leeds - Landlords Supply - 18 - 24 Whincover Drive  ,£627.42,3460.7,£636.79,3765.2,,,,,£627.42,3460.7,884.55,,,,,
Housing Leeds - Landlords Supply - 18 - 25 Eastdean Grange  ,£372.25,1749.3,£434.16,2324.4,,,,,£372.25,1749.3,447.12,,,,,
Housing Leeds - Landlords Supply - 18 - 25 Hansby Grange  ,£565.50,3064.1,£508.30,2888.4,,,,,£565.50,3064.1,783.18,,,,,
Housing Leeds - Landlords Supply - 18 - 25 Hemingway Garth  ,£525.48,2677.5,£471.27,2600.9,,,,,£525.48,2677.5,684.37,,,,,
Housing Leeds - Landlords Supply - 18 - 25 Iveson Garth  ,£435.51,2174.5,£460.90,2506.2,,,,,£435.51,2174.5,555.80,,,,,
Housing Leeds - Landlords Supply - 18 - 25 Marlborough Grange  ,£448.39,2296.3,£411.93,2125.1,,,,,£448.39,2296.3,586.93,,,,,
Housing Leeds - Landlords Supply - 18 - 25 Neath Gardens  ,£291.07,1195.9,£337.62,1588.5,,,,,£291.07,1195.9,305.67,,,,,
Housing Leeds - Landlords Supply - 18 - 28 Beckhill Avenue  ,£279.77,1126.2,£265.08,1089.7,,,,,£279.77,1126.2,287.86,,,,,
Housing Leeds - Landlords Supply - 18 - 28 Beckhill Fold  ,£261.17,1008.2,£222.22,778.3,,,,,£261.17,1008.2,257.70,,,,,
Housing Leeds - Landlords Supply - 18 - 28 Brignall Way  ,£291.87,1220.6,£282.78,1215.2,,,,,£291.87,1220.6,311.99,,,,,
Housing Leeds - Landlords Supply - 18 - 28 Swardale Road  ,£222.61,742.6,£219.99,764.9,,,,,£222.61,742.6,189.81,,,,,
Housing Leeds - Landlords Supply - 18 - 32 Lindsey Road  ,£708.24,3996.2,£638.64,3761.3,,,,,£708.24,3996.2,"1,021.43",,,,,
Housing Leeds - Landlords Supply - 18 Clarendon Place Flats  ,£51.57,340.5,£100.09,407,,,,,£51.57,340.5,87.03,,,,,
Housing Leeds - Landlords Supply - 184 - 194 Swinnow Lane  ,£460.35,2213,£357.74,1812.7,,,,,£460.35,2213,565.64,,,,,
Housing Leeds - Landlords Supply - 185 - 195 Haslewood Drive  ,£602.26,3298.4,£577.96,3379.7,,,,,£602.26,3298.4,843.07,,,,,
Housing Leeds - Landlords Supply - 185 - 195 Iveson Drive  ,£313.18,1249.1,£334.58,1503.1,,,,,£313.18,1249.1,319.27,,,,,
Housing Leeds - Landlords Supply - 187 - 197 Heights Drive  ,£227.33,773.2,£247.61,962.1,,,,,£227.33,773.2,197.63,,,,,
Housing Leeds - Landlords Supply - 189 - 195 Queensway  ,£206.15,598.2,£171.49,402.8,,,,,£206.15,598.2,152.90,,,,,
Housing Leeds - Landlords Supply - 19 - 20 Tofts House Close  ,£161.95,327.9,£158.50,319.7,,,,,£161.95,327.9,83.81,,,,,
Housing Leeds - Landlords Supply - 19 - 24 Elmfield Court  ,£370.02,1719.1,£359.44,1795.8,,,,,£370.02,1719.1,439.40,,,,,
Housing Leeds - Landlords Supply - 19 - 24 Lewisham Court  ,£256.48,963.3,£313.35,1439.9,,,,,£256.48,963.3,246.22,,,,,
Housing Leeds - Landlords Supply - 19 - 24 Sherburn Square  ,£336.29,1511.2,£313.20,1446.7,,,,,£336.29,1511.2,386.26,,,,,
Housing Leeds - Landlords Supply - 19 - 25 Deanswood View  ,£265.56,1020.2,£276.20,1169.6,,,,,£265.56,1020.2,260.76,,,,,
Housing Leeds - Landlords Supply - 19 - 25A Church Street  ,£261.52,988.8,£286.11,1242.6,,,,,£261.52,988.8,252.74,,,,,
Housing Leeds - Landlords Supply - 19 - 29 Beeston Park Grove  ,£218.45,699.5,£225.23,805.4,,,,,£218.45,699.5,178.79,,,,,
Housing Leeds - Landlords Supply - 19 - 29 Bruce Gardens  ,£209.34,648,£209.31,697,,,,,£209.34,648,165.63,,,,,
Housing Leeds - Landlords Supply - 19 - 33 Fir Tree Rise  ,£330.40,1480.7,£297.97,1327.9,,,,,£330.40,1480.7,378.47,,,,,
Housing Leeds - Landlords Supply - 19 - 33 Leafield Drive  ,£209.72,621.3,£258.40,1045,,,,,£209.72,621.3,158.80,,,,,
Housing Leeds - Landlords Supply - 19 - 33 Mount Pleasant Gardens  ,£416.98,2064.4,£396.77,2044.2,,,,,£416.98,2064.4,527.66,,,,,
Housing Leeds - Landlords Supply - 19 - 33 Theaker Lane  ,£489.01,2582.5,£403.75,2078.5,,,,,£489.01,2582.5,660.09,,,,,
Housing Leeds - Landlords Supply - 19 - 45 Haslewood Close  ,£445.41,2201.3,£503.71,2822.5,,,,,£445.41,2201.3,562.65,,,,,
Housing Leeds - Landlords Supply - 19 Blenheim Square Flats  ,£129.20,5.6,£116.16,13,,,,,£129.20,5.6,1.43,,,,,
Housing Leeds - Landlords Supply - 19 Grange Avenue Flats  ,"£1,075.16",6210.4,£857.45,3746.3,,,,,"£1,075.16",6210.4,"1,587.38",,,,,
Housing Leeds - Landlords Supply - 19 Moorland Avenue Flats  ,£160.99,322.4,£156.15,300.3,,,,,£160.99,322.4,82.41,,,,,
Housing Leeds - Landlords Supply - 193 Roundhay Road Flats  ,£158.76,309.4,£154.11,281.7,,,,,£158.76,309.4,79.08,,,,,
Housing Leeds - Landlords Supply - 196 - 206 Swinnow Lane  ,£213.34,575,£183.90,529.1,,,,,£213.34,575,146.97,,,,,
Housing Leeds - Landlords Supply - 197 - 203 Queensway  ,£651.17,3627.8,£596.22,3454.8,,,,,£651.17,3627.8,927.27,,,,,
Housing Leeds - Landlords Supply - 197 - 207 Iveson Drive  ,£361.39,1566.9,£347.18,1593,,,,,£361.39,1566.9,400.50,,,,,
Housing Leeds - Landlords Supply - 199 - 221 Argie Avenue  ,£669.79,3672.8,£651.49,3904.3,,,,,£669.79,3672.8,938.77,,,,,
Housing Leeds - Landlords Supply - 1A - 3A St James Walk  ,£242.26,861.4,£259.18,1043.5,,,,,£242.26,861.4,220.17,,,,,
Housing Leeds - Landlords Supply - 1A - 5C Queenswood Drive  ,£361.18,1579.6,£391.63,1887.7,,,,,£361.18,1579.6,403.75,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Bank Avenue  ,£278.77,1110,£252.44,981.5,,,,,£278.77,1110,283.72,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Bank Street  ,£230.70,794.9,£231.85,846.7,,,,,£230.70,794.9,203.18,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Beckhill Chase  ,£281.03,1150.1,£207.59,687.7,,,,,£281.03,1150.1,293.97,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Beckhill Fold  ,£287.06,1176,£285.84,1238.8,,,,,£287.06,1176,300.59,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Beckhill Walk  ,£226.32,763.8,£214.14,720.9,,,,,£226.32,763.8,195.23,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Clyde Walk  ,£288.41,1183.2,£273.73,1154.8,,,,,£288.41,1183.2,302.43,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Crimbles Place  ,£332.33,1487.2,£301.02,1352,,,,,£332.33,1487.2,380.13,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Eastwood Nook  ,£200.70,587.7,£201.73,634.4,,,,,£200.70,587.7,150.22,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Ganners Walk  ,£228.21,787.7,£193.59,574.1,,,,,£228.21,787.7,201.34,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Ganners Way  ,£236.44,834.5,£200.38,627.6,,,,,£236.44,834.5,213.30,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Haslewood Close  ,£454.27,2260,£452.55,2421.5,,,,,£454.27,2260,577.66,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Haslewood Court  ,£509.76,2655,£656.25,3734.9,,,,,£509.76,2655,678.62,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Haslewood Green  ,£627.60,3503.4,£416.13,2179.4,,,,,£627.60,3503.4,895.47,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Haslewood Square  ,"£2,348.49",12844.4,£549.07,3412.4,,,,,"£2,348.49",12844.4,"3,283.03",,,,,
Housing Leeds - Landlords Supply - 2 - 12 Landseer Walk  ,£214.80,681.1,£174.39,438.7,,,,,£214.80,681.1,174.09,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Lingfield Bank  ,£330.29,1484.1,£239.47,906,,,,,£330.29,1484.1,379.34,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Lingfield Close  ,£422.48,1897.3,£263.18,1082.9,,,,,£422.48,1897.3,484.95,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Lingfield Crescent  ,£426.56,2129.7,£388.33,1987.5,,,,,£426.56,2129.7,544.35,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Lingfield Grove  ,£337.82,1502,£391.74,2011.2,,,,,£337.82,1502,383.91,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Lingfield Walk  ,£269.28,1056.6,£275.90,1177.8,,,,,£269.28,1056.6,270.07,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Naburn Approach  ,£242.93,850.3,£276.44,1178.8,,,,,£242.93,850.3,217.34,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Nippet Lane  ,£527.70,2798.5,£523.58,2910.4,,,,,£527.70,2798.5,715.30,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Shakespeare Lawn  ,£276.17,1102.7,£225.22,807.3,,,,,£276.17,1102.7,281.85,,,,,
Housing Leeds - Landlords Supply - 2 - 12 St Stephens Road  ,£428.00,2074.3,£520.25,2920.2,,,,,£428.00,2074.3,530.19,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Telford Walk  ,£243.86,875.8,£235.80,890.8,,,,,£243.86,875.8,223.85,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Tinshill Mount  ,£223.14,732.2,£239.24,902.7,,,,,£223.14,732.2,187.15,,,,,
Housing Leeds - Landlords Supply - 2 - 12 Woodbridge Gardens  ,£394.77,1901.2,£350.07,1716.3,,,,,£394.77,1901.2,485.95,,,,,
Housing Leeds - Landlords Supply - 2 - 16 Broomfield Crescent  ,£263.25,1006.2,£271.71,1132.7,,,,,£263.25,1006.2,257.18,,,,,
Housing Leeds - Landlords Supply - 2 - 16 Mount Pleasant Gardens  ,£452.79,2300.3,£445.24,2398.8,,,,,£452.79,2300.3,587.96,,,,,
Housing Leeds - Landlords Supply - 2 - 18 Stocks Approach  ,£124.53,76,£124.64,75,,,,,£124.53,76,19.43,,,,,
Housing Leeds - Landlords Supply - 2 - 24 Carlton Carr  ,£119.22,0,£112.85,0,,,,,£119.22,0,0.00,,,,,
Housing Leeds - Landlords Supply - 2 - 24 Granville Road  ,£468.30,2383.1,£493.00,2751.5,,,,,£468.30,2383.1,609.12,,,,,
Housing Leeds - Landlords Supply - 2 - 24 Latchmere View  ,£576.55,3123.9,£620.67,3707.2,,,,,£576.55,3123.9,798.47,,,,,
Housing Leeds - Landlords Supply - 2 - 24 Moor Close  ,£461.83,2383,£462.43,2556.2,,,,,£461.83,2383,609.09,,,,,
Housing Leeds - Landlords Supply - 2 - 24 Newhall Crescent  ,£361.75,1686.3,£382.83,1936.7,,,,,£361.75,1686.3,431.02,,,,,
Housing Leeds - Landlords Supply - 2 - 24 Swarcliffe Parade  ,£859.67,5109,£680.08,4074.8,,,,,£859.67,5109,"1,305.86",,,,,
Housing Leeds - Landlords Supply - 2 - 6 Netherfield Close  ,£159.46,311.3,£137.07,166.5,,,,,£159.46,311.3,79.57,,,,,
Housing Leeds - Landlords Supply - 2 - 8 Bawn Chase  ,£286.67,1157.5,£316.18,1467.1,,,,,£286.67,1157.5,295.86,,,,,
Housing Leeds - Landlords Supply - 2 - 8 Queenshill Walk  ,£168.94,376,£166.27,376.8,,,,,£168.94,376,96.11,,,,,
Housing Leeds - Landlords Supply - 2 Brackenwood Drive Flats  ,"£1,470.05",9566.3,£873.09,5625.5,,,,,"£1,470.05",9566.3,"2,445.15",,,,,
Housing Leeds - Landlords Supply - 2 Hamilton Avenue Flats  ,£123.75,74.6,£121.63,52.4,,,,,£123.75,74.6,19.07,,,,,
Housing Leeds - Landlords Supply - 2 Kingston Terrace Flats  ,£240.13,752.2,£269.56,1174.2,,,,,£240.13,752.2,192.26,,,,,
Housing Leeds - Landlords Supply - 2 Newton Grove Flats  ,£292.85,1224.1,£317.60,1497.7,,,,,£292.85,1224.1,312.88,,,,,
Housing Leeds - Landlords Supply - 2 Regent Close Flats  ,£186.05,488,£205.33,648.8,,,,,£186.05,488,124.73,,,,,
Housing Leeds - Landlords Supply - 2 Regent Crescent Flats  ,£313.22,1351.5,£308.31,1402.2,,,,,£313.22,1351.5,345.44,,,,,
Housing Leeds - Landlords Supply - 2 St James Drive Flats  ,£274.95,1134.5,£122.53,65.9,,,,,£274.95,1134.5,289.98,,,,,
Housing Leeds - Landlords Supply - 2 St Marys Road Flats  ,£237.68,838,£237.35,888.5,,,,,£237.68,838,214.19,,,,,
Housing Leeds - Landlords Supply - 2 Stone Villa Flats  ,£236.05,853.9,£245.28,965.7,,,,,£236.05,853.9,218.26,,,,,
Housing Leeds - Landlords Supply - 2 Wetherby Road Flats  ,£312.92,1255.2,£277.87,1167.2,,,,,£312.92,1255.2,320.83,,,,,
Housing Leeds - Landlords Supply - 20 - 25 Farndale Square  ,£302.00,1170.8,£316.37,1466.4,,,,,£302.00,1170.8,299.26,,,,,
Housing Leeds - Landlords Supply - 20 - 25 Mandela Court  ,£242.46,930.6,£254.98,1083.7,,,,,£242.46,930.6,237.86,,,,,
Housing Leeds - Landlords Supply - 20 - 26 Greenlea Avenue  ,£449.38,2291.8,£425.62,2237.2,,,,,£449.38,2291.8,585.78,,,,,
Housing Leeds - Landlords Supply - 20 - 30 Cranmer Bank  ,£244.35,903.3,£183.15,386.8,,,,,£244.35,903.3,230.88,,,,,
Housing Leeds - Landlords Supply - 20 - 30 Langbar Garth  ,£328.28,1456.5,£299.44,1346.3,,,,,£328.28,1456.5,372.28,,,,,
Housing Leeds - Landlords Supply - 20 - 30 Shakespeare Close  ,£314.91,1333.7,£253.36,1016.2,,,,,£314.91,1333.7,340.89,,,,,
Housing Leeds - Landlords Supply - 20 Blenheim Square  ,£205.98,631.7,£181.01,485,,,,,£205.98,631.7,161.46,,,,,
Housing Leeds - Landlords Supply - 20 Lickless Gardens Flats  ,£265.62,1019.6,£236.51,886.2,,,,,£265.62,1019.6,260.61,,,,,
Housing Leeds - Landlords Supply - 20 Sholebroke Mount Flats  ,£113.04,0,£114.20,0,,,,,£113.04,0,0.00,,,,,
Housing Leeds - Landlords Supply - 208 - 218 Swinnow Lane  ,£394.17,1885.7,£336.12,1618,,,,,£394.17,1885.7,481.98,,,,,
Housing Leeds - Landlords Supply - 209 - 219 Iveson Drive  ,£362.68,1576.4,£304.19,1266.9,,,,,£362.68,1576.4,402.93,,,,,
Housing Leeds - Landlords Supply - 21 - 30 Blackburn Court  ,£265.14,545.4,£174.41,441.1,,,,,£265.14,545.4,139.40,,,,,
Housing Leeds - Landlords Supply - 21 - 31 Beeston Park Terrace  ,£169.55,444.4,£194.18,578.4,,,,,£169.55,444.4,113.59,,,,,
Housing Leeds - Landlords Supply - 21 - 31 Naburn Fold  ,£262.18,1020.4,£174.63,435.7,,,,,£262.18,1020.4,260.81,,,,,
Housing Leeds - Landlords Supply - 21 Blenheim Square Flats  ,£111.88,0.8,£136.20,179.8,,,,,£111.88,0.8,0.20,,,,,
Housing Leeds - Landlords Supply - 21 Hanover Square Flats  ,£138.88,174.3,£129.13,157.6,,,,,£138.88,174.3,44.55,,,,,
Housing Leeds - Landlords Supply - 21 Victoria Terrace Flats  ,£217.43,713.2,£190.00,545.6,,,,,£217.43,713.2,182.29,,,,,
Housing Leeds - Landlords Supply - 214 - 236 Lincombe Drive  ,£261.09,996.7,£244.48,927.3,,,,,£261.09,996.7,254.76,,,,,
Housing Leeds - Landlords Supply - 215 - 219 Queensway  ,£166.76,322,£173.72,328.1,,,,,£166.76,322,82.30,,,,,
Housing Leeds - Landlords Supply - 22 - 25 New Street Grove  ,£315.59,1377.6,£316.36,1482.6,,,,,£315.59,1377.6,352.11,,,,,
Housing Leeds - Landlords Supply - 22 - 32 Brignall Garth  ,£148.34,248.2,£155.08,275.7,,,,,£148.34,248.2,63.44,,,,,
Housing Leeds - Landlords Supply - 22 - 32 St Catherines Hill  ,£196.02,382.2,£242.73,373,,,,,£196.02,382.2,97.69,,,,,
Housing Leeds - Landlords Supply - 22 - 32 Tynwald Mount  ,£308.49,1312.9,£275.62,1171.9,,,,,£308.49,1312.9,335.58,,,,,
Housing Leeds - Landlords Supply - 22 - 44 Summerfield Place  ,£323.12,1446.7,£262.96,1081.1,,,,,£323.12,1446.7,369.78,,,,,
Housing Leeds - Landlords Supply - 22 Bondgate Flats  ,£160.51,317.5,£157.45,311.6,,,,,£160.51,317.5,81.15,,,,,
Housing Leeds - Landlords Supply - 22 Oak Road Flats  ,£113.07,0,£114.20,0,,,,,£113.07,0,0.00,,,,,
Housing Leeds - Landlords Supply - 22 Railway Close and 11 Charlton Grove  ,£119.08,428.5,£322.77,2128.8,,,,,£119.08,428.5,109.52,,,,,
Housing Leeds - Landlords Supply - 221 - 229 Lidgett Lane  ,£293.64,1288.9,£313.21,1444.9,,,,,£293.64,1288.9,329.44,,,,,
Housing Leeds - Landlords Supply - 221 - 231 Iveson Drive  ,£304.91,1311.3,£254.39,1024.4,,,,,£304.91,1311.3,335.17,,,,,
Housing Leeds - Landlords Supply - 23 - 24 Railway Close and 7 - 9 Charlton Close  ,£154.61,417.9,£62.45,263.1,,,,,£154.61,417.9,106.82,,,,,
Housing Leeds - Landlords Supply - 23 - 26 King George Road  ,£122.61,75.4,£132.35,119.9,,,,,£122.61,75.4,19.27,,,,,
Housing Leeds - Landlords Supply - 23 - 27 Radcliffe Lane  ,£231.07,804.6,£201.04,627.9,,,,,£231.07,804.6,205.66,,,,,
Housing Leeds - Landlords Supply - 23 - 29 Baildon Close  ,£142.24,203.7,£141.84,199.7,,,,,£142.24,203.7,52.07,,,,,
Housing Leeds - Landlords Supply - 23 - 29 Fawcett Gardens  ,£164.08,344.5,£174.19,430.5,,,,,£164.08,344.5,88.05,,,,,
Housing Leeds - Landlords Supply - 23 - 33 Beckhill Fold  ,£246.15,892.1,£227.13,816.4,,,,,£246.15,892.1,228.02,,,,,
Housing Leeds - Landlords Supply - 23 - 33 Monkswood Drive  ,£326.77,1434.7,£377.49,1921.9,,,,,£326.77,1434.7,366.71,,,,,
Housing Leeds - Landlords Supply - 23 Hanover Square Flats  ,£159.36,316.8,£155.47,304.1,,,,,£159.36,316.8,80.97,,,,,
Housing Leeds - Landlords Supply - 23 The Towers  ,£197.58,570.2,£194.38,578.8,,,,,£197.58,570.2,145.74,,,,,
Housing Leeds - Landlords Supply - 23 Victoria Terrace Flats  ,£121.40,57.8,£122.16,56.5,,,,,£121.40,57.8,14.77,,,,,
Housing Leeds - Landlords Supply - 233 - 243 Iveson Drive  ,£243.32,878.3,£241.09,920.4,,,,,£243.32,878.3,224.49,,,,,
Housing Leeds - Landlords Supply - 24 - 34 Beeston Park Terrace  ,£196.10,560.4,£178.83,467.2,,,,,£196.10,560.4,143.24,,,,,
Housing Leeds - Landlords Supply - 24 - 34 Rossefield Parade  ,£254.71,957.2,£247.60,968.9,,,,,£254.71,957.2,244.66,,,,,
Housing Leeds - Landlords Supply - 24 Cowper Street Flats  ,£161.35,334.6,£165.76,357,,,,,£161.35,334.6,85.52,,,,,
Housing Leeds - Landlords Supply - 24 Hamilton Avenue Flats  ,£113.80,0,£122.98,55.5,,,,,£113.80,0,0.00,,,,,
Housing Leeds - Landlords Supply - 241 Hyde Park Road Flats  ,£274.24,1076.1,£285.67,1279.8,,,,,£274.24,1076.1,275.05,,,,,
Housing Leeds - Landlords Supply - 245 - 255 Iveson Drive  ,£266.69,1037.8,£245.74,971.8,,,,,£266.69,1037.8,265.26,,,,,
Housing Leeds - Landlords Supply - 245 Stonegate Road Flats  ,£601.25,3299.5,£569.43,3298.7,,,,,£601.25,3299.5,843.35,,,,,
Housing Leeds - Landlords Supply - 247 Broadway Flats  ,£338.97,1526.9,£343.52,1663.6,,,,,£338.97,1526.9,390.28,,,,,
Housing Leeds - Landlords Supply - 249 Broadway Flats  ,£314.34,1361.9,£303.95,1367.9,,,,,£314.34,1361.9,348.10,,,,,
Housing Leeds - Landlords Supply - 25 - 30 Beckhill Vale  ,£286.83,1177.4,£315.10,1435.3,,,,,£286.83,1177.4,300.94,,,,,
Housing Leeds - Landlords Supply - 25 - 30 Elmfield Court  ,£374.98,1763.7,£355.72,1766.6,,,,,£374.98,1763.7,450.80,,,,,
Housing Leeds - Landlords Supply - 25 - 30 Lewisham Court  ,£310.44,1330.3,£310.01,1299.4,,,,,£310.44,1330.3,340.02,,,,,
Housing Leeds - Landlords Supply - 25 - 31 Ainsty Road  ,£175.88,421.5,£183.21,499,,,,,£175.88,421.5,107.74,,,,,
Housing Leeds - Landlords Supply - 25 - 35 Rossefield Walk  ,£253.20,947.3,£225.37,803.3,,,,,£253.20,947.3,242.13,,,,,
Housing Leeds - Landlords Supply - 25 - 39 Pasture Mount  ,£515.08,2685.8,£505.89,2749.7,,,,,£515.08,2685.8,686.49,,,,,
Housing Leeds - Landlords Supply - 25 Grange Terrace Flats  ,£113.05,0,£114.20,0,,,,,£113.05,0,0.00,,,,,
Housing Leeds - Landlords Supply - 25 Grange View Flats  ,£113.12,1,£114.57,2,,,,,£113.12,1,0.26,,,,,
Housing Leeds - Landlords Supply - 25 Lickless Gardens Flats  ,£212.90,659.4,£256.64,1021,,,,,£212.90,659.4,168.54,,,,,
Housing Leeds - Landlords Supply - 25 Spencer Place Flats  ,£324.81,1483.1,£123.96,69.4,,,,,£324.81,1483.1,379.08,,,,,
Housing Leeds - Landlords Supply - 251 Broadway Flats  ,£333.79,1484,£313.53,1452.9,,,,,£333.79,1484,379.31,,,,,
Housing Leeds - Landlords Supply - 253 Broadway Flats  ,£198.05,361,£468.61,2275,,,,,£198.05,361,92.27,,,,,
Housing Leeds - Landlords Supply - 26 - 27 Railway Close and 1 - 3 Charlton Close  ,£181.39,764.6,£122.98,534.9,,,,,£181.39,764.6,195.43,,,,,
Housing Leeds - Landlords Supply - 26 - 29 New Street Grove  ,£322.14,1422.8,£316.74,1488.6,,,,,£322.14,1422.8,363.67,,,,,
Housing Leeds - Landlords Supply - 26 - 32 Baildon Chase  ,£145.58,230.6,£132.61,128.5,,,,,£145.58,230.6,58.94,,,,,
